"time","°C.mean_value"
"2023-12-18T00:32:00.000+04:00",
"2023-12-18T10:36:00.000+04:00",
"2023-12-18T20:40:00.000+04:00",
"2023-12-19T06:44:00.000+04:00",
"2023-12-19T16:48:00.000+04:00",
"2023-12-20T02:52:00.000+04:00",
"2023-12-20T12:56:00.000+04:00",
"2023-12-20T23:00:00.000+04:00",
"2023-12-21T09:04:00.000+04:00","23.0875"
"2023-12-21T19:08:00.000+04:00",
"2023-12-22T05:12:00.000+04:00",
"2023-12-22T15:16:00.000+04:00",
"2023-12-23T01:20:00.000+04:00",
"2023-12-23T11:24:00.000+04:00",
"2023-12-23T21:28:00.000+04:00",
"2023-12-24T07:32:00.000+04:00",
"2023-12-24T17:36:00.000+04:00",
"2023-12-25T03:40:00.000+04:00","23.476923076923075"
"2023-12-25T13:44:00.000+04:00","23.14814814814815"
"2023-12-25T23:48:00.000+04:00","21.656521739130437"
"2023-12-26T09:52:00.000+04:00","22.08636363636364"
"2023-12-26T19:56:00.000+04:00","21.968421052631573"
"2023-12-27T06:00:00.000+04:00","21.952380952380953"
"2023-12-27T16:04:00.000+04:00","21.663157894736838"
"2023-12-28T02:08:00.000+04:00","21.97222222222222"
"2023-12-28T12:12:00.000+04:00","21.752380952380946"
"2023-12-28T22:16:00.000+04:00","22.166666666666668"
"2023-12-29T08:20:00.000+04:00","22.652941176470584"
"2023-12-29T18:24:00.000+04:00","22.96666666666667"
"2023-12-30T04:28:00.000+04:00","23.252631578947366"
"2023-12-30T14:32:00.000+04:00","23.533333333333335"
"2023-12-31T00:36:00.000+04:00","23.55714285714286"
"2023-12-31T10:40:00.000+04:00","23.81"
"2023-12-31T20:44:00.000+04:00","23.77692307692308"
"2024-01-01T06:48:00.000+04:00","23.835294117647063"
"2024-01-01T16:52:00.000+04:00","23.43846153846154"
"2024-01-02T02:56:00.000+04:00","23.592857142857138"
"2024-01-02T13:00:00.000+04:00","21.950000000000003"
"2024-01-02T23:04:00.000+04:00","21.65555555555556"
"2024-01-03T09:08:00.000+04:00","22.157142857142855"
"2024-01-03T19:12:00.000+04:00","22.427777777777784"
"2024-01-04T05:16:00.000+04:00","22.792307692307695"
"2024-01-04T15:20:00.000+04:00",
"2024-01-05T01:24:00.000+04:00",
"2024-01-05T11:28:00.000+04:00",
"2024-01-05T21:32:00.000+04:00",
"2024-01-06T07:36:00.000+04:00","23.2"
"2024-01-06T17:40:00.000+04:00","23.486666666666668"
"2024-01-07T03:44:00.000+04:00","22.73225806451613"
"2024-01-07T13:48:00.000+04:00","21.450000000000003"
"2024-01-07T23:52:00.000+04:00","21.925"
"2024-01-08T09:56:00.000+04:00","22.15"
"2024-01-08T20:00:00.000+04:00","22.16315789473684"
"2024-01-09T06:04:00.000+04:00","22.391666666666666"
"2024-01-09T16:08:00.000+04:00","21.924999999999997"
"2024-01-10T02:12:00.000+04:00","22.292857142857144"
"2024-01-10T12:16:00.000+04:00","22.64"
"2024-01-10T22:20:00.000+04:00","22.41904761904762"
"2024-01-11T08:24:00.000+04:00","22.68"
"2024-01-11T18:28:00.000+04:00",
"2024-01-12T04:32:00.000+04:00",
"2024-01-12T14:36:00.000+04:00",
"2024-01-13T00:40:00.000+04:00",
"2024-01-13T10:44:00.000+04:00",
"2024-01-13T20:48:00.000+04:00",
"2024-01-14T06:52:00.000+04:00","22.1"
"2024-01-14T16:56:00.000+04:00","21.417391304347824"
"2024-01-15T03:00:00.000+04:00","21.941176470588236"
"2024-01-15T13:04:00.000+04:00","22.62857142857143"
"2024-01-15T23:08:00.000+04:00","22.472727272727273"
"2024-01-16T09:12:00.000+04:00","22.26"
"2024-01-16T19:16:00.000+04:00",
"2024-01-17T05:20:00.000+04:00",
"2024-01-17T15:24:00.000+04:00",
"2024-01-18T01:28:00.000+04:00",
"2024-01-18T11:32:00.000+04:00",
"2024-01-18T21:36:00.000+04:00",
"2024-01-19T07:40:00.000+04:00",
"2024-01-19T17:44:00.000+04:00",
"2024-01-20T03:48:00.000+04:00",
"2024-01-20T13:52:00.000+04:00",
"2024-01-20T23:56:00.000+04:00",
"2024-01-21T10:00:00.000+04:00",
"2024-01-21T20:04:00.000+04:00",
"2024-01-22T06:08:00.000+04:00",
"2024-01-22T16:12:00.000+04:00",
"2024-01-23T02:16:00.000+04:00",
"2024-01-23T12:20:00.000+04:00","22.288000000000007"
"2024-01-23T22:24:00.000+04:00","22.069565217391307"
"2024-01-24T08:28:00.000+04:00","22.38333333333333"
"2024-01-24T18:32:00.000+04:00",
"2024-01-25T04:36:00.000+04:00","22.15"
"2024-01-25T14:40:00.000+04:00","22.113333333333333"
"2024-01-26T00:44:00.000+04:00","22.35"
"2024-01-26T10:48:00.000+04:00","22.85263157894737"
"2024-01-26T20:52:00.000+04:00","22.68"
"2024-01-27T06:56:00.000+04:00","22.73333333333333"
"2024-01-27T17:00:00.000+04:00","22.76111111111111"
"2024-01-28T03:04:00.000+04:00","22.968181818181822"
"2024-01-28T13:08:00.000+04:00","21.95454545454545"
"2024-01-28T23:12:00.000+04:00","21.35"
"2024-01-29T09:16:00.000+04:00","22.065517241379304"
"2024-01-29T19:20:00.000+04:00","21.826666666666664"
"2024-01-30T05:24:00.000+04:00","21.8"
"2024-01-30T15:28:00.000+04:00",
"2024-01-31T01:32:00.000+04:00","21.924999999999997"
"2024-01-31T11:36:00.000+04:00","21.66086956521739"
"2024-01-31T21:40:00.000+04:00","21.75"
"2024-02-01T07:44:00.000+04:00","21.993749999999995"
"2024-02-01T17:48:00.000+04:00","22.2"
"2024-02-02T03:52:00.000+04:00","22.816666666666666"
"2024-02-02T13:56:00.000+04:00","22.900000000000002"
"2024-02-03T00:00:00.000+04:00","22.8"
"2024-02-03T10:04:00.000+04:00","22.781818181818185"
"2024-02-03T20:08:00.000+04:00","22.75"
"2024-02-04T06:12:00.000+04:00","22.883333333333336"
"2024-02-04T16:16:00.000+04:00","22.14347826086956"
"2024-02-05T02:20:00.000+04:00","22.02"
"2024-02-05T12:24:00.000+04:00","22.040909090909086"
"2024-02-05T22:28:00.000+04:00","21.98"
"2024-02-06T08:32:00.000+04:00","22.060714285714283"
"2024-02-06T18:36:00.000+04:00","21.983333333333334"
"2024-02-07T04:40:00.000+04:00","21.93809523809524"
"2024-02-07T14:44:00.000+04:00","21.805555555555554"
"2024-02-08T00:48:00.000+04:00","21.900000000000002"
"2024-02-08T10:52:00.000+04:00","21.90909090909091"
"2024-02-08T20:56:00.000+04:00","22.05"
"2024-02-09T07:00:00.000+04:00","22.34736842105263"
"2024-02-09T17:04:00.000+04:00","22.35"
"2024-02-10T03:08:00.000+04:00","22.310000000000002"
"2024-02-10T13:12:00.000+04:00","22.584615384615383"
"2024-02-10T23:16:00.000+04:00","22.366666666666664"
"2024-02-11T09:20:00.000+04:00","22.65"
"2024-02-11T19:24:00.000+04:00",
"2024-02-12T05:28:00.000+04:00",
"2024-02-12T15:32:00.000+04:00",
"2024-02-13T01:36:00.000+04:00",
"2024-02-13T11:40:00.000+04:00",
"2024-02-13T21:44:00.000+04:00",
"2024-02-14T07:48:00.000+04:00",
"2024-02-14T17:52:00.000+04:00",
"2024-02-15T03:56:00.000+04:00",
"2024-02-15T14:00:00.000+04:00",
"2024-02-16T00:04:00.000+04:00",
"2024-02-16T10:08:00.000+04:00",
"2024-02-16T20:12:00.000+04:00",
"2024-02-17T06:16:00.000+04:00",
"2024-02-17T16:20:00.000+04:00",
"2024-02-18T02:24:00.000+04:00",
"2024-02-18T12:28:00.000+04:00",
"2024-02-18T22:32:00.000+04:00",
"2024-02-19T08:36:00.000+04:00",
"2024-02-19T18:40:00.000+04:00",
"2024-02-20T04:44:00.000+04:00",
"2024-02-20T14:48:00.000+04:00",
"2024-02-21T00:52:00.000+04:00",
"2024-02-21T10:56:00.000+04:00",
"2024-02-21T21:00:00.000+04:00",
"2024-02-22T07:04:00.000+04:00",
"2024-02-22T17:08:00.000+04:00",
"2024-02-23T03:12:00.000+04:00",
"2024-02-23T13:16:00.000+04:00",
"2024-02-23T23:20:00.000+04:00",
"2024-02-24T09:24:00.000+04:00",
"2024-02-24T19:28:00.000+04:00",
"2024-02-25T05:32:00.000+04:00",
"2024-02-25T15:36:00.000+04:00",
"2024-02-26T01:40:00.000+04:00",
"2024-02-26T11:44:00.000+04:00",
"2024-02-26T21:48:00.000+04:00",
"2024-02-27T07:52:00.000+04:00",
"2024-02-27T17:56:00.000+04:00",
"2024-02-28T04:00:00.000+04:00",
"2024-02-28T14:04:00.000+04:00",
"2024-02-29T00:08:00.000+04:00",
"2024-02-29T10:12:00.000+04:00",
